board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
heltec,2026-08-31 04:24:43,20517058,drop,,,,,,
heltec,2026-08-31 04:24:43,20517060,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 04:24:43,20517060,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,cached
heltec,2026-08-31 04:24:47,20520484,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,live
heltec,2026-08-31 04:24:47,20521004,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=3946,live
heltec,2026-08-31 04:24:50,20523790,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=2 ip=1,
heltec,2026-08-31 04:25:50,20583794,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=62 ip=1,
heltec,2026-08-31 04:26:50,20643795,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=122 ip=1,
heltec,2026-08-31 04:27:50,20703797,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=182 ip=1,
heltec,2026-08-31 04:28:50,20763800,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=242 ip=1,
heltec,2026-08-31 04:29:50,20823801,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=302 ip=1,
heltec,2026-08-31 04:30:50,20883806,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=362 ip=1,
heltec,2026-08-31 04:31:50,20943809,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=422 ip=1,
heltec,2026-08-31 04:32:50,21003809,link,up,5A:AF:97:2E:2B:8B,3,-56,age_s=482 ip=1,
heltec,2026-08-31 04:33:50,21063812,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=542 ip=1,
heltec,2026-08-31 04:34:44,21117864,drop,,,,,,
heltec,2026-08-31 04:34:44,21117866,disconnected,8:ASSOC_LEAVE,,,,,our drop
heltec,2026-08-31 04:34:44,21117866,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0,cached
