board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
tbeam,2026-08-31 03:40:50,17883469,link,up,5A:AF:97:2E:2B:8B,3,-58,age_s=366 ip=1,
tbeam,2026-08-31 03:41:50,17943473,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=426 ip=1,
tbeam,2026-08-31 03:42:50,18003476,link,up,5A:AF:97:2E:2B:8B,3,-58,age_s=486 ip=1,
tbeam,2026-08-31 03:43:50,18063480,link,up,5A:AF:97:2E:2B:8B,3,-58,age_s=546 ip=1,
tbeam,2026-08-31 03:44:40,18113478,drop,,,,,,
tbeam,2026-08-31 03:44:40,18113483,disconnected,8:ASSOC_LEAVE,,,,,our drop
tbeam,2026-08-31 03:44:40,18113484,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-56,auth=7 phy=bgn pmf=0 wpa3=0,cached
tbeam,2026-08-31 03:44:44,18116927,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-58,auth=7 phy=bgn pmf=0 wpa3=0,live
tbeam,2026-08-31 03:44:44,18117506,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-57,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4028,live
tbeam,2026-08-31 03:44:50,18123484,link,up,5A:AF:97:2E:2B:8B,3,-58,age_s=5 ip=1,
tbeam,2026-08-31 03:45:50,18183485,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=65 ip=1,
tbeam,2026-08-31 03:46:50,18243490,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=125 ip=1,
tbeam,2026-08-31 03:47:50,18303493,link,up,5A:AF:97:2E:2B:8B,3,-57,age_s=185 ip=1,
