board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
tdeck,2026-08-31 01:44:34,10907947,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 01:44:35,10908944,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4443,live
tdeck,2026-08-31 01:44:52,10926028,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=17 ip=1,
tdeck,2026-08-31 01:45:52,10986033,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=77 ip=1,
tdeck,2026-08-31 01:46:52,11046037,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=137 ip=1,
tdeck,2026-08-31 01:47:52,11106038,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=197 ip=1,
tdeck,2026-08-31 01:48:52,11166040,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=257 ip=1,
tdeck,2026-08-31 01:49:52,11226043,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=317 ip=1,
tdeck,2026-08-31 01:50:52,11286046,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=377 ip=1,
tdeck,2026-08-31 01:51:52,11346050,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=437 ip=1,
tdeck,2026-08-31 01:52:52,11406054,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=497 ip=1,
tdeck,2026-08-31 01:53:52,11466059,link,up,5A:AF:97:2E:2B:8B,3,-73,age_s=557 ip=1,
tdeck,2026-08-31 01:54:31,11505211,drop,,,,,,
tdeck,2026-08-31 01:54:31,11505212,disconnected,8:ASSOC_LEAVE,,,,,our drop
tdeck,2026-08-31 01:54:31,11505213,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0,cached
tdeck,2026-08-31 01:54:35,11508655,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 01:54:36,11509980,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4769,live
tdeck,2026-08-31 01:54:52,11526061,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=16 ip=1,
tdeck,2026-08-31 01:55:52,11586066,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=76 ip=1,
tdeck,2026-08-31 01:56:52,11646070,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=136 ip=1,
tdeck,2026-08-31 01:57:52,11706074,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=196 ip=1,
tdeck,2026-08-31 01:58:52,11766076,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=256 ip=1,
tdeck,2026-08-31 01:59:52,11826079,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=316 ip=1,
tdeck,2026-08-31 02:00:52,11886084,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=376 ip=1,
tdeck,2026-08-31 02:01:52,11946086,link,up,5A:AF:97:2E:2B:8B,3,-73,age_s=436 ip=1,
tdeck,2026-08-31 02:02:52,12006087,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=496 ip=1,
tdeck,2026-08-31 02:03:52,12066092,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=556 ip=1,
tdeck,2026-08-31 02:04:32,12105936,drop,,,,,,
tdeck,2026-08-31 02:04:32,12105937,disconnected,8:ASSOC_LEAVE,,,,,our drop
tdeck,2026-08-31 02:04:32,12105938,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0,cached
tdeck,2026-08-31 02:04:36,12109379,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 02:04:37,12110968,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=5032,live
tdeck,2026-08-31 02:04:52,12126096,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=15 ip=1,
tdeck,2026-08-31 02:05:52,12186100,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=75 ip=1,
tdeck,2026-08-31 02:06:52,12246101,link,up,5A:AF:97:2E:2B:8B,3,-73,age_s=135 ip=1,
tdeck,2026-08-31 02:07:52,12306105,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=195 ip=1,
tdeck,2026-08-31 02:08:52,12366109,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=255 ip=1,
tdeck,2026-08-31 02:09:52,12426113,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=315 ip=1,
tdeck,2026-08-31 02:10:52,12486114,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=375 ip=1,
tdeck,2026-08-31 02:11:52,12546117,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=435 ip=1,
tdeck,2026-08-31 02:12:52,12606119,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=495 ip=1,
tdeck,2026-08-31 02:13:52,12666124,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=555 ip=1,
tdeck,2026-08-31 02:14:33,12706730,drop,,,,,,
tdeck,2026-08-31 02:14:33,12706731,disconnected,8:ASSOC_LEAVE,,,,,our drop
tdeck,2026-08-31 02:14:33,12706732,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0,cached
tdeck,2026-08-31 02:14:36,12710177,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 02:14:37,12711138,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-73,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4408,live
tdeck,2026-08-31 02:14:52,12726129,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=14 ip=1,
tdeck,2026-08-31 02:15:52,12786132,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=74 ip=1,
tdeck,2026-08-31 02:16:52,12846132,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=134 ip=1,
tdeck,2026-08-31 02:17:52,12906133,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=194 ip=1,
tdeck,2026-08-31 02:18:52,12966133,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=254 ip=1,
